"Gene","Non.unique.Gene.name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"lysC","","Aspartate kinase Ask_LysC",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"purD","","Phosphoribosylamine--glycine ligase",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"ktrA","","Ktr system potassium uptake protein A",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_5479","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_28582","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_36557","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_5791","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"dnaK","","Chaperone protein DnaK",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_28734","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_37856","","Putative anti-sigma factor antagonist",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"sucD","","Succinate--CoA ligase [ADP-forming] subunit alpha",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,4,4,0,0.125,0.125,0.0099009900990099
"group_28741","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_40432","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"glmU","","Bifunctional protein GlmU",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"group_22168","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"nikC","","Nickel transport system permease protein NikC",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0396039603960396
"pcnB","","Poly(A) polymerase I",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,4,4,0,0.125,0.125,0.0099009900990099
"group_31799","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"pal_8","","Peptidoglycan-associated lipoprotein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"recA","","Protein RecA",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"birA","","Bifunctional ligase/repressor BirA",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"rcsC_11","","Sensor histidine kinase RcsC",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"fliE","","Flagellar hook-basal body complex protein FliE",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"glpF","","Glycerol uptake facilitator protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"kamA_2","","L-lysine 2,3-aminomutase",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_46400","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"fabG_3","","3-oxoacyl-[acyl-carrier-protein] reductase FabG",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"aptA_2","","Apulose-4-phosphate transketolase subunit A",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"ubiX","","Flavin prenyltransferase UbiX",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"ilvE--mnmG","--","Branched-chain-amino-acid aminotransferase--tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"rpsL","","30S ribosomal protein S12",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"group_25635","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"group_35793","","hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0099009900990099
"thiE","","Thiamine-phosphate synthase",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0198019801980198
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"group_12042--pth_2","--","hypothetical protein--Peptidyl-tRNA hydrolase",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"group_28856--group_36389","--","hypothetical protein--hypothetical protein",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"nudC","","NADH pyrophosphatase",652,0,472,149,58.0071174377224,100,Inf,1.13910945095816e-51,4.2147049685452e-47,1.37465915477665e-50,3,3,0,0.25,0.25,0.0297029702970297
"mfd","","Transcription-repair-coupling factor",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_20436","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_31652","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"flgB","","Flagellar basal body rod protein FlgB",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"menE_1","","2-succinylbenzoate--CoA ligase",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_31688","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_40490","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0297029702970297
"tolR","","Tol-Pal system protein TolR",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_22728","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_31963","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"ftsH_2","","ATP-dependent zinc metalloprotease FtsH",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"bfr","","Bacterioferritin",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"rcsC_7","","Sensor histidine kinase RcsC",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_32186","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"bepA_9","","Beta-barrel assembly-enhancing protease",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,4,4,0,0.125,0.125,0.0099009900990099
"bioA","","Adenosylmethionine-8-amino-7-oxononanoate aminotransferase",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_23514","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"csgA","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_4303","","Deoxyguanosinetriphosphate triphosphohydrolase-like protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"gshA","","Glutamate--cysteine ligase",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"priA","","Primosomal protein N'",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_32413","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"cirA","","Colicin I receptor",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"phaA","","Acetyl-CoA acetyltransferase",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_25645","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"recF","","DNA replication and repair protein RecF",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_46220","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_15506","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_25833","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_36086","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_54227","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"rpsG","","30S ribosomal protein S7",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"rho","","Transcription termination factor Rho",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_36133","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"citB","","Aconitate/2-methylaconitate hydratase",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"rsbV_4","","Anti-sigma-B factor antagonist",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_28974","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"fecA","","Fe(3+) dicitrate transport protein FecA",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"fadR","","Fatty acid metabolism regulator protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"hisB","","Imidazoleglycerol-phosphate dehydratase",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_16972","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0396039603960396
"add_2","","Adenosine deaminase",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"rsbW_2","","Serine-protein kinase RsbW",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0396039603960396
"ndhD","","NAD(P)H-quinone oxidoreductase chain 4",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"nadA","","Quinolinate synthase A",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_18326","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_29240","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_36926","","hypothetical protein",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0099009900990099
"flgE","","Flagellar hook protein FlgE",651,0,473,149,57.9181494661922,100,Inf,1.49794096933648e-51,5.54238158654496e-47,1.77868471968709e-50,3,3,0,0.25,0.25,0.0198019801980198
"rpsA_1","","30S ribosomal protein S1",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,4,4,0,0.125,0.125,0.0099009900990099
"group_32519","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"gcvP","","Glycine dehydrogenase (decarboxylating)",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0198019801980198
"flgC","","Flagellar basal-body rod protein FlgC",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0396039603960396
"group_35884","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"purB","","Adenylosuccinate lyase",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_11930","","putative enoyl-CoA hydratase 1",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_36136","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_7085","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"yacL","","putative PIN and TRAM-domain containing protein YacL",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_36454","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"serB_2","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"engB","","putative GTP-binding protein EngB",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0198019801980198
"group_14432","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"tam","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_16975","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"argB_2","","Acetylglutamate kinase",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"mnmA","","tRNA-specific 2-thiouridylase MnmA",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_45758","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"accA1","","Acetyl-/propionyl-coenzyme A carboxylase alpha chain",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
"group_46907","","hypothetical protein",650,0,474,149,57.8291814946619,100,Inf,1.96881270864442e-51,7.28460702198434e-47,2.30971621667048e-50,3,3,0,0.25,0.25,0.0099009900990099
